,sku_number,sku_name,sku_url,full_description,short_description,Allergen Information,Nutrition Information,Product Packaging,Container,Benefits,Shelf Life,Ingredients,Description,Storage,Preparation,Yield,Tips
70,20109167,BEST FOODS Orange Spread 15 g,https://www.unileverfoodsolutions.co.th/en/product/best-foods-orange-spread-15-g-1-EN-113363.html,[''],[''],Might contain sulphides.,,100 x 15 g.,Portion pack,,6 months,"Sugar 56%, Orange peel 11%, Glucose syrup 9%, Gelling agent (INS 440), Acidity regulator (INS 330), Preservatives (INS 202, INS 211), Artificial colours (INS 102, INS 110) Natural flavour added",,,,,
71,21024690,BEST FOODS Orange Flavoured Filling 900 g,https://www.unileverfoodsolutions.co.th/en/product/best-foods-orange-flavoured-filling-900-g-1-EN-113361.html,[''],[''],"Might contain sulphides, soy, and milk.",,9 x 900 g.,Pouch,,6 months,"Sugar 23%, Glucose syrup 10%, Orange peel 2%, Thickener (INS 1442), Acidity regulator (INS 330, INS 331(iii)), Stabilizer (INS 415), Preservative (INS 202), Antioxidant (INS 316, INS 385), Artificial colours (INS102, INS 110), Natural flavour added",,Keep in refrigerator after opening.,,,
72,67463315,LIPTON Ice Tea Lemon 800 g,https://www.unileverfoodsolutions.co.th/en/product/lipton-ice-tea-lemon-800-g-1-EN-256596.html,['Good quality tea with a zesty lemon flavour'],[''],May contain sulphites,,10 x 800 g.,Bag,,12 months,"Ingredient list after diluted: Sugar 6%, Black tea powder 0.1%, Acidity regulator (INS 330), Sweeteners (Aspartame, Asesulfame K), Natural flavour added",Good quality tea with a zesty lemon flavour,Keep in a cool and dry place,For jug - dissolve Lipton Ice Tea 400 g with cool water 6.5 L For dispenser - dissolve Lipton Ice Tea 800 g with cool water 13 L,,
73,21186847,KNORR SELECTIONS Fish Sauce 4500 ml,https://www.unileverfoodsolutions.co.th/en/product/knorr-selections-fish-sauce-4500-ml-1-EN-113409.html,"['Naturally brewed with selected anchovies and sea salt, Knorr Fish Sauce gives you that pure, fresh taste of the sea your dishes deserve. It contains just the right balance of fish and saltiness for that instant boost to your dishes.']",[''],,,3 x 4.5 kg.,Gallon,,12 months,"Anchovy fish 63%, Sea salt 32%, Acidity regulator (INS 260, INS 330), Natural colour (INS 150c), Flavour enhancer (Disodium 5' ribonucleotide), Iodine 3 mg/L No MSG and no preservative added.","Naturally brewed with selected anchovies and sea salt, Knorr Fish Sauce gives you that pure, fresh taste of the sea your dishes deserve. It contains just the right balance of fish and saltiness for that instant boost to your dishes.",,,,
74,20269293,BEST FOODS Strawberry Spread 1.9 kg,https://www.unileverfoodsolutions.co.th/en/product/best-foods-strawberry-spread-1-9-kg-1-EN-113364.html,[''],[''],Contain sulphides.,,4 x 1.9 kg.,Tub,,6 months,"Sugar 48%, Strawberry 20%, Glucose syrup 10%, Acidity regulator (INS 330, INS 331(iii)), Gelling agent (INS 440), Preservatives (INS202, INS211), Artificial colours (INS110, INS127) Nature-identical flavour added",,Keep in refrigerator after opening.,,,
75,20269289,BEST FOODS Orange Spread FS 1.9 kg,https://www.unileverfoodsolutions.co.th/en/product/best-foods-orange-spread-fs-1-9-kg-1-EN-113365.html,[''],[''],Might contain sulphides.,,4 x 1.9 kg.,Tub,,6 months,"Sugar 58%, Glucose syrup 11%, Orange peel 10%, Gelling agent (INS 440), Acidity regulator (INS 330), Preservatives (INS 202, INS 211), Artificial colours (INS 102, INS 110) Natural flavour added",,Keep in refrigerator after opening.,,,
76,21075918,KNORR Demi Glace 1 kg,https://www.unileverfoodsolutions.co.th/en/product/knorr-demi-glace-1-kg-1-EN-113404.html,"['Inspired by authentic French recipe, Knorr Demi Glace gives you the aroma of roasted beef and bones in 5 minutes! Instantly boosts the taste of your favourite dishes or scratch-made Demi Glace.']",[''],"Contain wheat flour, milk, celery mustard and might contain soybean, sulphides.",,6 x 1 kg.,Tub,,6 months,"Wheat flour 30%, Sugar 13%, Iodized Salt 12%, Spices 2.9%, Beef fat 2.3%, Monosodium glutamate 5%, Disodium 5' ribonucleotide 0.3% Natural colour and Nature identical flavours added. Use Monosodium glutamate and Disodium 5'-ribonucleotide as Flavour enhancer","Inspired by authentic French recipe, Knorr Demi Glace gives you the aroma of roasted beef and bones in 5 minutes! Instantly boosts the taste of your favourite dishes or scratch-made Demi Glace.",Close pack tightly and store in a cool and dry place,,,
77,20269294,BEST FOODS Pineapple Spread FS 4.3 kg,https://www.unileverfoodsolutions.co.th/en/product/best-foods-pineapple-spread-fs-4-3-kg-1-EN-113370.html,[''],[''],Contain sulphides.,,2 x 4.3 kg.,Tub,,6 months,"Sugar 51%, Pineapple 25%, Glucose syrup 10%, Acidity regulator (INS 330), Gelling agent (INS 440), Preservatives (INS 202, INS 211), Bleaching agent (INS 223), Antioxidant (INS 385), Artificial colour (INS 102) Artificial flavour added",,Keep in refrigerator after opening.,,,
78,20109091,BEST FOODS Margarine 2 kg,https://www.unileverfoodsolutions.co.th/en/product/best-foods-margarine-2-kg-1-EN-113373.html,"['Margarine Premium quality, Good with various menu. Best Foods Margarine has given Perfect taste and flavour to your dishes.']",[''],Contain soy lecithin and may contain milk products,,2 x 2 kg.,Tub,,12 months,"Palm oil 83%, Iodized Salt 2%, Emulisier (INS 322i, INS 471), Acidity regulator (INS 330, INS 331iii), Sequestrant (INS 385), Natural colour (INS 160aii), Nature-identical flavour added","Margarine Premium quality, Good with various menu. Best Foods Margarine has given Perfect taste and flavour to your dishes.",,,,
79,21075919,KNORR SELECTIONS Rich Pasta Sauce 1 kg,https://www.unileverfoodsolutions.co.th/en/product/knorr-selections-rich-pasta-sauce-1-kg-1-EN-113419.html,"['Knorr Rich pasta Sauce gives you the classic western taste style in 3 minutes Made for chef by chefs, Knorr Rich Pasta Sauce is madefrom tomatoes, onions, and oregano as inspired by the classic Italian recipe']",[''],"Contain soybean, celery, mustard, sesame and might contain product from fish.",,6 x 1 kg.,Pouch,(1) No MSG added (2) Natural colour and Preservative added (3) Use Disodium 5' ribonucleotide as Flavour enhancer,6 months,"Tomato 22%, tomato paste 7.5%, Onion 6.1%, iodized Salt 2.5%, Distilled vinegar 1.6%, Oregano flake 0.3%, Thickener (INS 1442), Natural colour (INS 150c, INS 160c(i)), Acidity regualtor (INS 330), Preservative (INS 211), Flavour enhancer (Disodium 5' ribonucleotide), No MSG added","Knorr Rich pasta Sauce gives you the classic western taste style in 3 minutes Made for chef by chefs, Knorr Rich Pasta Sauce is madefrom tomatoes, onions, and oregano as inspired by the classic Italian recipe",The product is good for 2 weeks in refrigerator after opening.,,,
80,21069931,Sir Thomas J. Lipton Earl Grey Tea 2 g,https://www.unileverfoodsolutions.co.th/en/product/sir-thomas-j-lipton-earl-grey-tea-2-g-1-EN-151697.html,"['With lingering notes of Bergamot, this exceptional blend is the perfect refresher any time of the day. The Sir Thomas Lipton Specialty Tea Collection offers the finest ingredients sealed in envelopes, which maintain quality, freshness and ensure consistency of aroma. The collection helps to create the perfect tea experience for every moment, every occasion including in room (tea corner), breakfast, restaurant, cafe, bar, lounge, banquet and other functions.']",[''],Might contain lecithin from soy,,6 x 25 x 2 g.,Box,,24 months,Black Tea 95%  Nature-Identical Flavour added,"With lingering notes of Bergamot, this exceptional blend is the perfect refresher any time of the day. The Sir Thomas Lipton Specialty Tea Collection offers the finest ingredients sealed in envelopes, which maintain quality, freshness and ensure consistency of aroma. The collection helps to create the perfect tea experience for every moment, every occasion including in room (tea corner), breakfast, restaurant, cafe, bar, lounge, banquet and other functions.",Store in a cool and dry place,Place one tea bag for each person in a cup or pot. Pour in fresh boiling water. Allow to infuse for 2-3 minutes.,,"Add milk, sugar or honey if desired"
81,21069560,Sir Thomas J. Lipton Green Tea with Jasmine Tea 2 g,https://www.unileverfoodsolutions.co.th/en/product/sir-thomas-j-lipton-green-tea-with-jasmine-tea-2-g-1-EN-151696.html,"['Lift your spirits with this green tea delicately scented with the fragrant Jasmine flower. The Sir Thomas Lipton Specialty Tea Collection offers the finest ingredients sealed in envelopes, which maintain quality, freshness and ensure consistency of aroma. The collection helps to create the perfect tea experience for every moment, every occasion including in room (tea corner), breakfast, restaurant, cafe, bar, lounge, banquet and other functions.']",[''],Might contain lecithin from soy,,6 x 25 x 2 g.,Box,,24 months,"Green Tea 99%, Jasmine Flowers 1%","Lift your spirits with this green tea delicately scented with the fragrant Jasmine flower. The Sir Thomas Lipton Specialty Tea Collection offers the finest ingredients sealed in envelopes, which maintain quality, freshness and ensure consistency of aroma. The collection helps to create the perfect tea experience for every moment, every occasion including in room (tea corner), breakfast, restaurant, cafe, bar, lounge, banquet and other functions.",Store in a cool and dry place,Place one tea bag for each person in a cup or pot. Pour in fresh boiling water. Allow to infuse for 2-3 minutes.,,"Add milk, sugar or honey if desired"
82,21076142,KNORR SELECTIONS Tomato Ketchup 5.2 kg,https://www.unileverfoodsolutions.co.th/en/product/knorr-selections-tomato-ketchup-5-2-kg-1-EN-113411.html,['Made for chefs by chefs. Knorr Tomato Ketchup is made from real tomatoes and is the perfect dipping sauce for any western and local dishes!'],[''],,,3 x 5.2 kg.,Gallon,,6 months,"Tomato paste 23%, Sugar 23%, Distilled vinegar 5.3%, Iodized salt 2.3% Natural Colour and Nature Identical Flavour added. Preservatives added. Contains Mustard oil No MSG added.",Made for chefs by chefs. Knorr Tomato Ketchup is made from real tomatoes and is the perfect dipping sauce for any western and local dishes!,The product is good for a month in refrigerator after opening.,,,
83,21069590,Sir Thomas J. Lipton English Breakfast Tea 2.4 g,https://www.unileverfoodsolutions.co.th/en/product/sir-thomas-j-lipton-english-breakfast-tea-2-4-g-1-EN-151698.html,"['Round up a heavy morning meal with this robust tea. This popular blend of Kenyan, Ceylon and other choice teas serve as the perfect alternative to your morning coffee. The Sir Thomas Lipton Specialty Tea Collection offers the finest ingredients sealed in envelopes, which maintain quality, freshness and ensure consistency of aroma. The collection helps to create the perfect tea experience for every moment, every occasion including in room (tea corner), breakfast, restaurant, cafe, bar, lounge, banquet and other functions.']",[''],Might contain lecithin from soy,,6 x 25 x 2.4 g.,Box,,24 months,Black Tea 100%,"Round up a heavy morning meal with this robust tea. This popular blend of Kenyan, Ceylon and other choice teas serve as the perfect alternative to your morning coffee. The Sir Thomas Lipton Specialty Tea Collection offers the finest ingredients sealed in envelopes, which maintain quality, freshness and ensure consistency of aroma. The collection helps to create the perfect tea experience for every moment, every occasion including in room (tea corner), breakfast, restaurant, cafe, bar, lounge, banquet and other functions.",Store in a cool and dry place,Place one tea bag for each person in a cup or pot. Pour in fresh boiling water. Allow to infuse for 2-3 minutes.,,
84,21147746,KNORR Slow Simmer Noodle Soup Powder Pork Flavoured 800 g,https://www.unileverfoodsolutions.co.th/en/product/knorr-slow-simmer-noodle-soup-powder-pork-flavoured-800-g-1-EN-197398.html,"['Made for Chefs by Chefs, Knorr Slow Simmer Noodle Soup Powder is specially created for Thai noodle soup. Made with good quality pork spinal bone and flavours for a sweet bone taste, it is blended with herbs and spices to give a meaty soup in just 35 minutes']",[''],"Contain product from milk, sulphides, and might contain soybean, celery, wheat.",,10 x 800 g.,Pouch,,12 months,"Iodized salt 39%, Sugar 23%, Spices 2.5%, Chinese five spices 1.7%, Pork stock powder 0.5%, Flavour enhancer (Monosodium glutamate, Disodium 5' ribonucleotide), Natural colour (INS150c)","Made for Chefs by Chefs, Knorr Slow Simmer Noodle Soup Powder is specially created for Thai noodle soup. Made with good quality pork spinal bone and flavours for a sweet bone taste, it is blended with herbs and spices to give a meaty soup in just 35 minutes",Close pack tightly and store in a cool and dry place,(1) Bring 20 litres of water to boil. Add half the amount o pork bone usually used. Then heat until boiling for 30 minutes. (2) Add 300 grams of Knorr Slow Simmer Noodle Soup Powder and boil for another 5 minutes. (3) Meaty and flavourful soup is now ready to serve.,53 L. or 265 Bowls,
